,ยี่ห้อ-รุ่น,ยี่ห้อ,ประเภท,เชื้อเพลิง,ขนาดเครื่องยนต์,รุ่นเครื่องยนต์,ระบบขับเคลื่อน,ระบบเกียร์
793,Rolls-Royce Wraith Black Badge เรธ ปี 2017,Rolls-Royce,รถเก๋ง 2 ประตู,เบนซิน 95,"6,592 cc. 624 แรงม้า(BHP)",V12 48 วาล์ว Twin Turbo,ขับเคลื่อนล้อหลัง,เกียร์ออโต้ 8AT (แบบ Intuitive Throttle Response)
794,Maserati Levante Diesel เลอวานเต้ ปี 2017,Maserati,รถอเนกประสงค์ SUV,เบนซิน 95,"2,987 cc. 275 แรงม้า(HP)",V6 DOHC 24 วาล์ว Twin-Turbo,ขับเคลื่อนล้อหลัง,เกียร์ออโต้ 8AT
795,Foton Tunland Double Cab 4WD S ทูนแลนด์ ปี 2016,Foton,รถกระบะ 4 ประตู,"ดีเซล, ไบโอดีเซล B5","2,776 cc. 163 แรงม้า(PS)","ISF2.8-120KW, 4 สูบ DOHC 16 วาล์ว เทอร์โบ อินเตอร์คูลเลอร์...",ขับเคลื่อนสี่ล้อ Part Time,เกียร์ธรรมดา 5MT
796,Foton Tunland Double Cab 2WD S Premium ทูนแลนด์ ปี 2016,Foton,รถกระบะ 4 ประตู,"ดีเซล, ไบโอดีเซล B5","2,776 cc. 163 แรงม้า(PS)","ISF2.8-120KW, 4 สูบ DOHC 16 วาล์ว เทอร์โบ อินเตอร์คูลเลอร์...",ขับเคลื่อนล้อหลัง,เกียร์ธรรมดา 5MT
797,Foton Tunland Double Cab 2WD S ทูนแลนด์ ปี 2016,Foton,รถกระบะ 4 ประตู,"ดีเซล, ไบโอดีเซล B5","2,776 cc. 163 แรงม้า(PS)","ISF2.8-120KW, 4 สูบ DOHC 16 วาล์ว เทอร์โบ อินเตอร์คูลเลอร์...",ขับเคลื่อนล้อหลัง,เกียร์ธรรมดา 5MT
798,Nissan Note E โน๊ต ปี 2021,Nissan,"รถเก๋ง 5 ประตู, Eco Car - รถอีโคคาร์","เบนซิน 95, เบนซิน 91, แก๊สโซฮอล์ 95 (E10), แก๊สโซฮอล์ 91, เบนซิน E20","1,198 cc. 79 แรงม้า(PS)","เครื่องยนต์ HR12DE 3 สูบแถวเรียง DOHC 1,198 ซีซี 79 แรงม้า ที่ 6,000 รอบต่อนาที แรงบิด 106 น...",ขับเคลื่อนล้อหน้า,เกียร์ออโต้แบบ CVT (XTRONIC CVT D-STEP LOGIC)
799,Nissan Note VL โน๊ต ปี 2021,Nissan,"รถเก๋ง 5 ประตู, Eco Car - รถอีโคคาร์","เบนซิน 95, เบนซิน 91, แก๊สโซฮอล์ 95 (E10), แก๊สโซฮอล์ 91, เบนซิน E20","1,198 cc. 79 แรงม้า(PS)","เครื่องยนต์ HR12DE 3 สูบแถวเรียง DOHC 1,198 ซีซี 79 แรงม้า ที่ 6,000 รอบต่อนาที แรงบิด 106 น...",ขับเคลื่อนล้อหน้า,เกียร์ออโต้แบบ CVT (XTRONIC CVT D-STEP LOGIC)
800,Foton Tunland Double Cab 2WD E ทูนแลนด์ ปี 2016,Foton,รถกระบะ 4 ประตู,"ดีเซล, ไบโอดีเซล B5","2,776 cc. 163 แรงม้า(PS)","ISF2.8-120KW, 4 สูบ DOHC 16 วาล์ว เทอร์โบ อินเตอร์คูลเลอร์...",ขับเคลื่อนล้อหลัง,เกียร์ธรรมดา 5MT
801,Foton Tunland Single Cab 2WD E ทูนแลนด์ ปี 2016,Foton,รถกระบะ 2 ประตู (ตอนเดียว),"ดีเซล, ไบโอดีเซล B5","2,776 cc. 116 แรงม้า(PS)","ISF2.8-85KW, 4 สูบ DOHC 16 วาล์ว เทอร์โบ อินเตอร์คูลเลอร์...",ขับเคลื่อนล้อหลัง,เกียร์ธรรมดา 5MT
802,Volvo S90 D4 Momentum  ปี 2020,Volvo,รถเก๋ง 4 ประตู,"ดีเซล, ไบโอดีเซล B5","1,969 cc. 190 แรงม้า(HP)","D4204T14, 4 สูบแถวเรียง DOHC Twin Turbo i-ART",ขับเคลื่อนล้อหน้า,เกียร์ออโต้ 8AT (พร้อม Geartronic)
803,Maxus V80 Lativa วี 80 ปี 2016,Maxus,รถตู้,"ดีเซล, ไบโอดีเซล B5","2,499 cc. 136 แรงม้า(HP)","ECO-D, 4 สูบ DOHC 16 วาล์ว Turbo Intercooler",ขับเคลื่อนล้อหน้า,เกียร์ธรรมดา 5MT
804,Maxus V80 Sativa-A วี 80 ปี 2016,Maxus,รถตู้,"ดีเซล, ไบโอดีเซล B5","2,499 cc. 136 แรงม้า(HP)","ECO-D, 4 สูบ DOHC 16 วาล์ว Turbo Intercooler",ขับเคลื่อนล้อหน้า,เกียร์ออโต้ 6AT
805,Maxus V80 Sativa วี 80 ปี 2016,Maxus,รถตู้,"ดีเซล, ไบโอดีเซล B5","2,499 cc. 136 แรงม้า(HP)","ECO-D, 4 สูบ DOHC 16 วาล์ว Turbo Intercooler",ขับเคลื่อนล้อหน้า,เกียร์ธรรมดา 5MT
806,Maxus V80 Palina วี 80 ปี 2016,Maxus,รถตู้,"ดีเซล, ไบโอดีเซล B5","2,499 cc. 136 แรงม้า(HP)","ECO-D, 4 สูบ DOHC 16 วาล์ว Turbo Intercooler",ขับเคลื่อนล้อหน้า,เกียร์ธรรมดา 5MT
807,Maxus V80 Pasina วี 80 ปี 2016,Maxus,รถตู้,"ดีเซล, ไบโอดีเซล B5","2,499 cc. 136 แรงม้า(HP)","ECO-D, 4 สูบ DOHC 16 วาล์ว Turbo Intercooler",ขับเคลื่อนล้อหน้า,เกียร์ธรรมดา 5MT
808,Mercedes-benz AMG GLE 43 4Matic Coupe เอเอ็มจี ปี 2016,Mercedes-benz,รถอเนกประสงค์ SUV,"เบนซิน 95, แก๊สโซฮอล์ 95 (E10)","2,996 cc. 367 แรงม้า(HP)",V6 DOHC 32 วาล์ว เทอร์โบ อินเตอร์คูลเลอร์,ขับเคลื่อนสี่ล้อ Full Time (แบบ Permanent All-Wheel Drive),เกียร์อัตโนมัติ 9AT (9G-Tronic พร้อมระบบเปลี่ยนเกียร์ที่พวงมาลัย (Steering-wheel Gearshift Paddles))
809,Jaguar F-Pace 2.0 Portfolio เอฟ-เพซ ปี 2016,Jaguar,รถอเนกประสงค์ SUV,"ดีเซล, ไบโอดีเซล B5","1,999 cc. 180 แรงม้า(HP)",4 สูบ DOHC 16 วาล์ว Turbocharged,ขับเคลื่อนสี่ล้อ Full Time,เกียร์ออโต้ 8AT (ระบบ Intelligent Driveline Dynamics (IDD))
810,Jaguar F-Pace 2.0 R-Sport เอฟ-เพซ ปี 2016,Jaguar,รถอเนกประสงค์ SUV,"ดีเซล, ไบโอดีเซล B5","1,999 cc. 180 แรงม้า(HP)",4 สูบ DOHC 16 วาล์ว Turbocharged,ขับเคลื่อนสี่ล้อ Full Time,เกียร์ออโต้ 8AT (ระบบ Intelligent Driveline Dynamics (IDD))
811,Jaguar F-Pace 2.0 Pure เอฟ-เพซ ปี 2016,Jaguar,รถอเนกประสงค์ SUV,"ดีเซล, ไบโอดีเซล B5","1,999 cc. 180 แรงม้า(HP)",4 สูบ DOHC 16 วาล์ว Turbocharged,ขับเคลื่อนสี่ล้อ Full Time,เกียร์ออโต้ 8AT (ระบบ Intelligent Driveline Dynamics (IDD))
812,Porsche Panamera 4 E-Hybrid พานาเมร่า ปี 2016,Porsche,"รถเก๋ง 4 ประตู, รถเก๋งซูเปอร์คาร์, รถไฮบริด","เบนซิน 95, แก๊สโซฮอล์ 95 (E10)","2,894 cc. 462 แรงม้า(HP)",V6 DOHC 24 วาล์ว พร้อมมอเตอร์ไฟฟ้าขนาด 136 แรงม้า...,ขับเคลื่อนสี่ล้อ Full Time,เกียร์ออโต้ 8AT (แบบ Porsche Doppelkupplung (PDK))
813,Volkswagen The New Caravelle 2.0 T6 Touring SE คาราเวลล์ ปี 2021,Volkswagen,"รถอเนกประสงค์ MPV, รถตู้","ดีเซล, ไบโอดีเซล B5","1,968 cc. 180 แรงม้า(HP)",4 สูบ ไบเทอร์โบ อินเตอร์คูลเลอร์ พร้อม Diesel Particulate Filter (DPF),ขับเคลื่อนล้อหน้า,เกียร์ออโต้ 7AT (DSG)
814,Porsche 718 Cayman S เจ็ดหนึ่งแปด ปี 2020,Porsche,"รถเก๋ง 2 ประตู, รถเก๋งซูเปอร์คาร์",เบนซิน 95,"2,497 cc. 350 แรงม้า(HP)",4 สูบเรียงนอน DOHC 16 วาล์ว Turbo VTG,ขับเคลื่อนล้อหลัง,เกียร์ออโต้ 7AT (แบบ PDK)
815,Porsche 718 Cayman เจ็ดหนึ่งแปด ปี 2020,Porsche,"รถเก๋ง 2 ประตู, รถเก๋งซูเปอร์คาร์",เบนซิน 95,"1,988 cc. 300 แรงม้า(HP)",4 สูบเรียงนอน DOHC 16 วาล์ว Turbo VTG,ขับเคลื่อนล้อหลัง,เกียร์ออโต้ 7AT (แบบ PDK)
816,Mercedes-benz SL-Class SL 400 AMG Premium เอสแอล-คลาส ปี 2016,Mercedes-benz,รถเก๋งเปิดประทุน,เบนซิน 95,"2,996 cc. 367 แรงม้า(HP)",V6 DOHC 24 วาล์ว Twin Turbo Intercooler,ขับเคลื่อนล้อหลัง,เกียร์อัตโนมัติ 9AT (9G-Tronic พร้อมระบบเปลี่ยนเกียร์ที่พวงมาลัย (Steering-wheel Gearshift Paddles))
817,Mercedes-benz AMG SLC 43 เอเอ็มจี ปี 2016,Mercedes-benz,รถเก๋งเปิดประทุน,เบนซิน 95,"2,996 cc. 367 แรงม้า(HP)",V6 DOHC 24 วาล์ว Twin Turbo Intercooler,ขับเคลื่อนล้อหลัง,เกียร์อัตโนมัติแบบ 9AT (9G-Tronic พร้อมระบบเปลี่ยนเกียร์ที่พวงมาลัย (Steering-wheel Gearshift Paddles))
818,Jaguar XJ 2.0 Premium Luxury (LWB) เอ็กซ์เจ ปี 2016,Jaguar,รถเก๋ง 4 ประตู,เบนซิน 95,"1,999 cc. 240 แรงม้า(HP)",4 สูบ DOHC 16 วาล์ว,ขับเคลื่อนล้อหลัง,เกียร์ออโต้ 8AT
819,Jaguar XF 2.0 R-Sport เอ็กซ์เอฟ ปี 2016,Jaguar,รถเก๋ง 4 ประตู,"ดีเซล, ไบโอดีเซล B5","1,999 cc. 240 แรงม้า(HP)",4 สูบ DOHC 16 วาล์ว Single Monoscroll Turbocharger,ขับเคลื่อนล้อหลัง,เกียร์ออโต้ 8AT
820,Jaguar XF 2.0D Portfolio เอ็กซ์เอฟ ปี 2016,Jaguar,รถเก๋ง 4 ประตู,"ดีเซล, ไบโอดีเซล B5","1,999 cc. 180 แรงม้า(HP)",4 สูบ DOHC 16 วาล์ว,ขับเคลื่อนล้อหลัง,เกียร์ออโต้ 8AT
821,Lamborghini Aventador LP750-4 Superveloce Roadster อเวนทาดอร์ ปี 2016,Lamborghini,"รถเก๋ง 2 ประตู, รถเก๋งเปิดประทุน, รถเก๋งซูเปอร์คาร์",เบนซิน 95,"6,498 cc. 750 แรงม้า(HP)",V12 DOHC 48 วาล์ว VVT,ขับเคลื่อนสี่ล้อ Full Time (พร้อมกระจายแรงบิดหน้าหลังด้วยระบบความหนืด),เกียร์ออโต้ 7AT (แบบ ISR (Independent Shifting Rods) พร้อม Sequential E-Gear System)
822,Thairung Transformer II 2.4 2WD AT (ชุดแต่ง) ทรานส์ฟอร์เมอร์ส ทู ปี 2016,Thairung,รถอเนกประสงค์ SUV,"ดีเซล, ไบโอดีเซล B5","2,393 cc. 150 แรงม้า(PS)","2GD-FTV (High), 4 สูบแถวเรียง DOHC 16 วาล์ว VN เทอร์โบ อินเตอร์คูลเลอร์...",ขับเคลื่อนสี่ล้อ Part Time,เกียร์ออโต้ 6AT (พร้อม Sequential Shift)
823,Mercedes-benz V-Class V 250 D Avantgarde Premuim วี-คลาส ปี 2019,Mercedes-benz,"รถอเนกประสงค์ MPV, รถตู้",ดีเซล,"2,143 cc. 190 แรงม้า(HP)","4 สูบแถวเรียง 16 วาล์ว เทอร์โบ 190 แรงม้าที่ 3,800 รอบต่อนาที แรงบิด 440 นิวตันเมตรที่ 1,400 - 2,400...",ขับเคลื่อนล้อหลัง,เกียร์ออโต้ 7AT (7G-TRONIC PLUS (DIRECT SELECT gearshift paddles))
